latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,datetime,area_km2
34.0698,-118.58385,332.97,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,328.48,47.16,N,2025-01-08 9:02,0.2052
34.07009,-118.58834,367,0.36,0.57,2025-01-08,902,N21,VIIRS,h,2.0NRT,306.02,47.16,N,2025-01-08 9:02,0.2052
34.0703,-118.59148,330.9,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,286.17,12.03,N,2025-01-08 9:02,0.2052
34.07205,-118.61823,324.65,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.93,11.85,N,2025-01-08 9:02,0.2052
34.07228,-118.6219,353.99,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,288.01,11.85,N,2025-01-08 9:02,0.2052
34.07253,-118.62565,355.31,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,299.93,223.92,N,2025-01-08 9:02,0.2052
34.07339,-118.63884,351.35,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,337.85,0,N,2025-01-08 9:02,0.2088
34.07362,-118.64245,367,0.36,0.58,2025-01-08,902,N21,VIIRS,h,2.0NRT,286.35,28.37,N,2025-01-08 9:02,0.2088
34.07385,-118.64594,340,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.04,28.37,N,2025-01-08 9:02,0.2088
34.07407,-118.64939,323.73,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.15,2.69,N,2025-01-08 9:02,0.2088
34.06879,-118.48848,297.22,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.05,0.84,N,2025-01-08 9:02,0.1995
34.06904,-118.49219,298.68,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.87,0.71,N,2025-01-08 9:02,0.1995
34.06929,-118.49599,301.04,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.2,0.71,N,2025-01-08 9:02,0.1995
34.06978,-118.5034,313.54,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.62,1.59,N,2025-01-08 9:02,0.1995
34.07357,-118.56052,308.48,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.07,3.88,N,2025-01-08 9:02,0.2052
34.07383,-118.56456,303.9,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.44,3.88,N,2025-01-08 9:02,0.2052
34.07407,-118.56814,300.7,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.5,1.03,N,2025-01-08 9:02,0.2052
34.0743,-118.57162,298.33,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.86,1.03,N,2025-01-08 9:02,0.2052
34.07452,-118.57495,296.6,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.73,0.63,N,2025-01-08 9:02,0.2052
34.07475,-118.57841,297.12,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.96,0.63,N,2025-01-08 9:02,0.2052
34.07502,-118.58267,299.91,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.83,1.07,N,2025-01-08 9:02,0.2052
34.07533,-118.5873,299.27,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.34,1.07,N,2025-01-08 9:02,0.2052
34.07558,-118.59109,297.25,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,284.44,1.92,N,2025-01-08 9:02,0.2052
34.0769,-118.61117,295.21,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.06,0.77,N,2025-01-08 9:02,0.2052
34.07712,-118.61449,298.43,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.38,0.77,N,2025-01-08 9:02,0.2052
34.07735,-118.61796,303.71,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.33,1.29,N,2025-01-08 9:02,0.2052
34.07757,-118.62141,312.8,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.81,1.29,N,2025-01-08 9:02,0.2052
34.07928,-118.64761,313.81,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,280.65,1.47,N,2025-01-08 9:02,0.2088
34.07952,-118.65123,304.29,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,280.36,1.47,N,2025-01-08 9:02,0.2088
34.07977,-118.65496,297,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,280.36,1.36,N,2025-01-08 9:02,0.2088
34.07003,-118.50714,344.16,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.8,42.76,N,2025-01-08 9:02,0.2052
34.07052,-118.51443,345.16,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,315.66,60.67,N,2025-01-08 9:02,0.2052
34.07074,-118.51781,340.75,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,319.37,60.67,N,2025-01-08 9:02,0.2052
34.07096,-118.52117,367,0.36,0.57,2025-01-08,902,N21,VIIRS,h,2.0NRT,299.27,20.96,N,2025-01-08 9:02,0.2052
34.07118,-118.52444,351.07,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,288.41,20.96,N,2025-01-08 9:02,0.2052
34.0714,-118.52777,353.37,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,286.5,0,N,2025-01-08 9:02,0.2052
34.07164,-118.53144,367,0.36,0.57,2025-01-08,902,N21,VIIRS,h,2.0NRT,288.5,0,N,2025-01-08 9:02,0.2052
34.0719,-118.53536,367,0.36,0.57,2025-01-08,902,N21,VIIRS,h,2.0NRT,290.91,514.61,N,2025-01-08 9:02,0.2052
34.07215,-118.53918,352.62,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,286.71,514.61,N,2025-01-08 9:02,0.2052
34.0724,-118.54279,342.06,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.66,95.8,N,2025-01-08 9:02,0.2052
34.07265,-118.54668,353.66,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,285.93,95.8,N,2025-01-08 9:02,0.2052
34.07294,-118.55105,367,0.36,0.57,2025-01-08,902,N21,VIIRS,h,2.0NRT,291.84,33.7,N,2025-01-08 9:02,0.2052
34.07325,-118.5557,321.3,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,283.49,33.7,N,2025-01-08 9:02,0.2052
34.0778,-118.62482,325.77,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.82,11.71,N,2025-01-08 9:02,0.2052
34.07801,-118.62807,350.86,0.36,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.58,11.71,N,2025-01-08 9:02,0.2052
34.07854,-118.63626,367,0.36,0.58,2025-01-08,902,N21,VIIRS,h,2.0NRT,286.11,87.83,N,2025-01-08 9:02,0.2088
34.07879,-118.63998,343.63,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.91,4.53,N,2025-01-08 9:02,0.2088
34.07904,-118.64391,325.97,0.36,0.58,2025-01-08,902,N21,VIIRS,n,2.0NRT,280.6,4.53,N,2025-01-08 9:02,0.2088
34.074,-118.48744,296.39,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,281.91,0.84,N,2025-01-08 9:02,0.1995
34.07425,-118.49115,297.39,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.41,0.71,N,2025-01-08 9:02,0.1995
34.0745,-118.4949,299.09,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.78,0.71,N,2025-01-08 9:02,0.1995
34.07475,-118.49869,301.99,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.66,1.59,N,2025-01-08 9:02,0.1995
34.075,-118.50249,305.77,0.35,0.57,2025-01-08,902,N21,VIIRS,n,2.0NRT,282.87,1.59,N,2025-01-08 9:02,0.1995
